SeniorCitizen,tenure,MonthlyCharges,TotalCharges,ServiceCount,ARPU,ChargeRatio,ContractRiskFlag,AutoPayFlag,ChurnFlag,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureBand_7-12 months,TenureBand_13-24 months,TenureBand_25-48 months,TenureBand_49-72 months,ValueTier_Medium,ValueTier_High,ValueTier_Premium
-0.43991649313097614,-1.2774445836787656,-1.1603229160349193,-0.9926105235902257,-0.5617762440782015,-1.1513023109664546,-0.011518789133941684,0.9041838237309792,-0.8780278264199916,0,-1.0095586736769342,1.0345302279174904,-0.6540119291623984,-3.054010391622917,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,1.4064183890256234,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,-0.5408611093295995,-0.6826931534117193,-0.577623519367823,-0.576967718919565,-0.577404919222328
-0.43991649313097614,0.06632741908223598,-0.2596289419448806,-0.17216470898960817,-0.02051905022830094,-0.30145801705403386,0.3710037393446018,-1.1059697970194269,-0.8780278264199916,0,0.990531829475428,-0.9666223112813243,-0.6540119291623984,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,1.5774538264373548,-0.725562723486431,1.3812774278843567,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,1.9445818333126077,-0.5629750549452887,-1.2051132934870794,-0.5250473279742812,-0.7110259705099613,1.8355126531167965,-0.3335173574282168,-0.41246566914990673,1.8489035035991142,-0.6826931534117193,1.7312314448248998,-0.576967718919565,-0.577404919222328
-0.43991649313097614,-1.2367242199587352,-0.3626603559551803,-0.9580659010627455,-0.02051905022830094,-0.3509658683858858,-0.07577928182217789,0.9041838237309792,-0.8780278264199916,1,0.990531829475428,-0.9666223112813243,-0.6540119291623984,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,1.5774538264373548,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,-0.7110259705099613,1.8355126531167965,-0.3335173574282168,-0.41246566914990673,-0.5408611093295995,-0.6826931534117193,1.7312314448248998,-0.576967718919565,-0.577404919222328
-0.43991649313097614,0.5142514200025698,-0.7465354629935549,-0.1936723762720431,0.5207381436215996,-0.7860530228721232,0.5149552758885925,-1.1059697970194269,1.138916068386271,0,0.990531829475428,-0.9666223112813243,-0.6540119291623984,-3.054010391622917,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,1.5774538264373548,-0.725562723486431,1.3812774278843567,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,1.9445818333126077,-0.5629750549452887,-1.2051132934870794,-0.5250473279742812,-0.7110259705099613,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,1.8489035035991142,-0.6826931534117193,1.7312314448248998,-0.576967718919565,-0.577404919222328
-0.43991649313097614,-1.2367242199587352,0.19736523310080326,-0.9388744441030343,-1.103033437928102,0.36760245467406755,-1.0553721930008224,0.9041838237309792,-0.8780278264199916,1,-1.0095586736769342,-0.9666223112813243,-0.6540119291623984,0.3274383095561751,-0.8541761503778148,1.1291017673503092,-0.5259273725834717,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,1.4064183890256234,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,-0.5408611093295995,-0.6826931534117193,-0.577623519367823,1.7331992193126669,-0.577404919222328
-0.43991649313097614,-0.9924020376385531,1.1595456961969886,-0.6437892489880273,0.5207381436215996,1.2509459276770791,-0.450085230254188,0.9041838237309792,-0.8780278264199916,1,-1.0095586736769342,-0.9666223112813243,-0.6540119291623984,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.5259273725834717,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,1.4064183890256234,-0.5448069226338199,2.998344696992962,-0.41246566914990673,-0.5408611093295995,-0.6826931534117193,-0.577623519367823,-0.576967718919565,1.7318868729882657
-0.43991649313097614,-0.4223169455581282,0.8089065291619363,-0.14573785216462656,-0.02051905022830094,0.7899584439334444,0.07404319651373675,0.9041838237309792,1.138916068386271,0,0.990531829475428,-0.9666223112813243,1.5290240978948397,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.5259273725834717,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,1.2656117811725593,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.3335173574282168,2.4244442017707897,-0.5408611093295995,-0.6826931534117193,-0.577623519367823,1.7331992193126669,-0.577404919222328
-0.43991649313097614,-0.9109613101984924,-1.1636465100352518,-0.8725867105812734,-0.5617762440782015,-1.1400695187898853,-0.23660434395801183,0.9041838237309792,-0.8780278264199916,0,-1.0095586736769342,-0.9666223112813243,-0.6540119291623984,-3.054010391622917,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,-1.2051132934870794,-0.5250473279742812,-0.7110259705099613,1.8355126531167965,2.998344696992962,-0.41246566914990673,-0.5408611093295995,-0.6826931534117193,-0.577623519367823,-0.576967718919565,-0.577404919222328
-0.43991649313097614,-0.1779947632379461,1.330710787214099,0.33808539553347106,1.0619953374715,1.4566051373804454,-0.5776013299360279,0.9041838237309792,-0.8780278264199916,1,-1.0095586736769342,1.0345302279174904,-0.6540119291623984,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.5259273725834717,-0.633932976826636,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,1.4064183890256234,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,1.8489035035991142,-0.6826931534117193,-0.577623519367823,-0.576967718919565,1.7318868729882657
-0.43991649313097614,1.2064976032430856,-0.28621769394753876,0.5330441272690194,-0.02051905022830094,-0.2788692468730852,-0.04096364654948749,-1.1059697970194269,1.138916068386271,0,0.990531829475428,-0.9666223112813243,1.5290240978948397,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,1.5774538264373548,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,1.9445818333126077,-0.5629750549452887,-1.2051132934870794,-0.5250473279742812,-0.7110259705099613,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,-0.5408611093295995,1.4647869178159445,1.7312314448248998,-0.576967718919565,-0.577404919222328
-0.43991649313097614,-0.7888002190384014,-0.4922805219681379,-0.7466069281710316,-0.5617762440782015,-0.644555985172804,1.6158193460983976,0.9041838237309792,-0.8780278264199916,0,0.990531829475428,1.0345302279174904,1.5290240978948397,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,-0.7110259705099613,1.8355126531167965,-0.3335173574282168,2.4244442017707897,-0.5408611093295995,-0.6826931534117193,1.7312314448248998,-0.576967718919565,-0.577404919222328
-0.43991649313097614,-0.6666391278783103,-1.5225946620711341,-0.8616012559077836,-1.103033437928102,-1.4626819176257677,-1.1268093229833427,-1.1059697970194269,1.138916068386271,0,0.990531829475428,-0.9666223112813243,-0.6540119291623984,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,1.9014032205393274,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,1.7762776364881436,-1.2051132934870794,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.3335173574282168,2.4244442017707897,-0.5408611093295995,-0.6826931534117193,-0.577623519367823,-0.576967718919565,-0.577404919222328
-0.43991649313097614,1.0436161483629645,1.182810854199314,1.5006244452274227,0.5207381436215996,1.0985598867522959,0.3668931780184269,-1.1059697970194269,1.138916068386271,0,0.990531829475428,1.0345302279174904,-0.6540119291623984,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.5259273725834717,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,1.9445818333126077,-0.5629750549452887,-1.2051132934870794,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,-0.5408611093295995,1.4647869178159445,-0.577623519367823,-0.576967718919565,1.7318868729882657
-0.43991649313097614,0.6771328748826912,1.2941512532104444,1.2161496993050833,1.0619953374715,1.2581855498857173,0.12647482292714907,0.9041838237309792,1.138916068386271,1,0.990531829475428,-0.9666223112813243,-0.6540119291623984,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.5259273725834717,-0.633932976826636,1.3782405953752133,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,-0.7110259705099613,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,-0.5408611093295995,1.4647869178159445,-0.577623519367823,-0.576967718919565,1.7318868729882657
-0.43991649313097614,-0.30015585439803716,1.3539759452164248,0.17925954483241316,1.6032525313214008,1.4121530142228744,-0.2906659419332821,0.9041838237309792,-0.8780278264199916,0,0.990531829475428,-0.9666223112813243,-0.6540119291623984,0.3274383095561751,-0.8541761503778148,1.1291017673503092,-0.5259273725834717,1.5774538264373548,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,-0.5142493788993665,-0.5629750549452887,0.8297975015331794,-0.5250473279742812,1.4064183890256234,-0.5448069226338199,-0.3335173574282168,-0.41246566914990673,1.8489035035991142,-0.6826931534117193,-0.577623519367823,-0.576967718919565,1.7318868729882657
